url,title,price,year,brand,frame_material,wheel_size,drivetrain_brand
https://mtbdatabase.com/bikes/2023/ibis/exie/2023-ibis-exie-deore/,IBIS EXIE DEORE,"$4,999.00",2023,Ibis,carbon,"29""",
